index,name,type,breakfast,main_dish,calories,carbs,fats,proteins,saturated_fats,sugar,value_ser1,value_ser2,avg_val
200,Cold Oven Popovers,Appetizers,0,1,124.088616671467,16.526766667306006,3.679316666809,7.125983333609001,1.3786666667200005,2.6,0,0,0
201,Golden Succotash,Appetizers,0,0,178.6951075,24.244990000000005,9.114210000000002,2.3530150000000005,5.5400100000000005,1.07,0,0,0
202,Beets in Orange Sauce,Appetizers,0,0,283.43711,42.740260000000006,11.99443,3.65329,7.3712399999999985,10.69,0,0,0
203,Sauteed Mustard Greens with Garlic,Appetizers,0,0,112.40178764067,5.779345665330001,9.483315331140002,3.3436613325600004,1.2538729997100002,1.05,0,0,0
204,Walnut Parsley Pesto,Appetizers,0,0,2001.9516,28.449300000000004,200.2847,42.7757,31.746,1.12,0,0,0
205,Shortbread,Appetizers,0,0,239.87949,19.315065,17.379975,2.889196875000001,7.6910868750000025,14.78,0,0,0
206,Cheesy Bacon Cabbage,Appetizers,0,1,280.74699163122995,12.808041665049998,19.83265833083,14.76225833147,10.19361666538,2.62,0,0,0
207,Bell Pepper and Hummus Snack,Appetizers,0,1,100.6472,14.181399999999998,3.3562,3.9964,0.4656,3.55,0,0,0
208,Tri-Tip Steak Frites with Red Wine Sauce,Appetizers,0,0,732.97943675,49.497584,39.891145,43.83955425,11.51958575,0.11,0,0,0
209,Oven-Baked Rutabaga Wedges,Appetizers,0,0,192.27663,16.944869999999998,13.87905,2.175075,1.94721,4.19,0,0,0
210,Cheddar Scallion Drop Biscuits,Appetizers,1,0,206.66086915701297,20.515520832375,10.953504166154998,6.622053333023999,6.529287499694999,2.63,0,0,0
211,Buttermilk Mashed Potatoes with Caramelized Shallots,Appetizers,0,0,110.395025,20.857979999999998,1.80999,3.30395,1.106105,1.87,0,0,0
212,Garlic Sauteed Artichokes,Appetizers,0,0,92.328665,9.25184,5.881785,2.85506,3.6772449999999997,0.91,0,0,0
213,Pan Fried Cabbage,Appetizers,0,0,109.02216499999999,11.23461,7.155894999999999,1.7853450000000002,0.52254,4.52,0,0,0
214,Men's Favorite Salad,Appetizers,1,0,81.7472942,10.9207241,2.0092644,6.5115050000000005,0.7255676999999999,3.45,0,0,0
215,Kentucky Home Fries,Appetizers,0,0,359.0400375,66.18577499999999,7.788887499999999,7.670274999999997,2.4908625,0.93,0,0,0
216,Onion Parmesan Roasted Red Potatoes,Appetizers,0,0,376.01707428311005,41.352644327810005,21.113057997180004,7.112554999050001,2.5455459996600003,1.28,0,0,0
217,Proscuitto Wrapped Asparagus ,Appetizers,0,1,229.2697,4.967375,14.9224,21.227925,4.1969249999999985,1.19,0,0,0
218,Simple Guacamole,Appetizers,0,0,188.5404125,13.329275,15.7634625,2.5013375,2.1655875,1.71,0,0,0
219,Spiced Roasted Potato Wedges ,Appetizers,0,0,223.17228125,40.32801625000001,5.540055625000001,5.02418,0.785028125,0.86,0,0,0
220,Cucumber Boats with Spicy Hummus,Appetizers,0,0,40.0240775,6.024766000000001,1.2861860000000005,1.5400385000000003,0.16923500000000002,1.37,0,0,0
221,Basil Jalapeno Corn Fritter,Appetizers,0,0,321.138489,15.490707,28.6711215,2.0910105,2.0283585,2.54,0,0,0
222,Cucumber-Topped Rye Crisps,Appetizers,0,0,254.7608,42.5222,7.546,5.3018,3.9298,1.6,0,0,0
223,Spice-Roasted Chickpeas,Appetizers,0,1,207.38982062500003,29.64610187500001,6.3234681250000015,9.557185625,0.77520625,4.64,0,0,0
224,Garlic Cheese Bread,Appetizers,0,0,941.4112949999999,39.878325,71.894115,35.437972499999994,36.79553249999999,2.02,0,0,0
225,Roasted Deviled Potatoes,Appetizers,0,0,197.7626965,27.174757500000002,9.0582525,3.29391,3.2390115,1.2,0,0,0
226,Pepperoni Pizza Twists,Appetizers,0,0,226.52925,16.9835625,13.2911875,9.4489375,4.1624375,0.17,0,0,0
227,Mashed Potatoes with Horseradish,Appetizers,0,0,298.8216,48.2944,9.6712,6.4064000000000005,5.9444,0.79,0,0,0
228,Cornbread Pudding,Appetizers,0,0,399.325026875,62.00023249999999,14.64711375,9.558859375,6.3823768749999985,1.78,0,0,0
229,Garlic Spinach,Appetizers,0,0,69.346127,6.681591,3.954411,4.348337,0.560587,0.43,0,0,0
230,Roasted Potatoes and Asparagus with Parmesan,Appetizers,0,0,226.46115419779,24.25416667,12.17559166834,7.30050416767,2.6437041670299997,1.26,0,0,0
231,Roasted Brussels Sprouts,Appetizers,0,0,108.79622250000001,10.2423475,7.0862050000000005,3.8575075,1.0036775,2.06,0,0,0
232,Baked Korean Sweet Potatoes,Appetizers,0,1,187.98208,21.758879999999998,10.5248,2.8028000000000004,1.0296,3.67,0,0,0
233,Puff Pastry Spinach Cups,Appetizers,0,0,163.2214228125,8.1334134375,11.9713465625,6.3988315625,3.6535484375,1.22,0,0,0
234,Quinoa Risotto with Mushrooms,Appetizers,0,1,212.41911836537003,30.367690004580002,4.729756667380001,7.227245001090001,0.6630500000999999,2.07,0,0,0
235,Baked Yellow Squash,Appetizers,0,0,48.97928,6.445739999999999,2.45105,1.57493,0.35462,3.19,0,0,0
236,Oven Baked Sweet Potato Fries ,Appetizers,0,0,522.6713900000002,94.97520000000002,14.37819,6.41962,2.28644,6.67,0,0,0
237,Julia Child's Eggplant Persillade,Appetizers,0,0,211.74587999999997,2.7417599999999998,19.051560000000002,8.04168,5.355,1.57,0,0,0
238,Indian Street Corn Salad,Appetizers,0,0,141.61796,25.005024,5.074322,4.302562,0.829642,4.27,0,0,0
239,Cheesy Mushroom Bites,Appetizers,0,0,395.592,10.3032,33.2628,16.387600000000006,12.825999999999999,1.89,0,0,0
240,Roasted Feta with Olives and Red Peppers,Appetizers,0,0,350.53689078393995,29.121485821190003,20.58111334132,12.47499708924,9.64575196879,2.16,0,0,0
241,Vegan Potato Cakes Stuffed with Mushrooms,Appetizers,0,1,117.48839998860001,20.222662220260002,3.16050666636,2.87422888861,0.4465933332900001,1.18,0,0,0
242,Keto Pizza Fat Bombs,Appetizers,0,0,149.3921325,2.5591800000000005,14.183763,3.5877735000000004,6.693239999999999,1.86,0,0,0
243,Arugula Salad,Appetizers,0,0,130.2078,2.6568,11.7178,4.345999999999999,2.8618,1.92,0,0,0
244,Cheesy Cucumber and Tomato Skewers,Appetizers,0,0,84.19454999999998,4.85805,3.52995,8.53945,1.4446,1.36,0,0,0
245,Pimento Cheese Toasts,Appetizers,0,0,84.287076184141,8.410684722580001,4.046009514061,3.5549509029290003,1.7604973611860002,2.59,0,0,0
246,Smoked Almond Cottage Cheese Endive Bites,Appetizers,0,0,224.2836,25.1028,9.0972,13.2354,1.026,0.64,0,0,0
247,Hummus,Appetizers,0,0,107.354381875,11.554680625,5.371409374999999,4.698958125,0.7052537499999999,0.23,0,0,0
248,Brown Rice and Barley,Appetizers,0,0,215.943316875,45.89388375,1.422939375,4.80855375,0.29440125,0.06,0,0,0
249,Ceviche with Avocado and Grilled Corn,Appetizers,0,1,401.12509449739997,44.94351667260001,17.8427444468,20.670651113839998,2.9625688892800004,1.85,0,0,0
250,Stewed Potatoes and Green Beans with Tomatoes,Appetizers,0,0,286.884435,37.8543675,13.9660525,5.466605,1.94701,1.4,0,0,0
251,Cream Cheese and Ham Pickles,Appetizers,0,1,171.47453625,8.953267499999997,11.418660000000001,8.910015,6.185107499999999,2.28,0,0,0
252,Cream Cheese Toast,Appetizers,1,0,190.9467,27.14670000000001,6.7095,6.4071,3.1563,18.62,0,0,0
253,Frizzled Cabbage,Appetizers,0,0,130.19015000000002,6.6020900000000005,11.633469999999999,1.57071,7.329980000000001,2.85,0,0,0
254,Tastiest Candied Sweet Potatoes,Appetizers,0,0,260.73261661402006,47.098274990490005,7.742408331770003,2.1460833329000004,4.86995833235,15.31,0,0,0
255,Lobster Stuffed Mushrooms,Appetizers,0,0,63.219642500000006,4.25663,2.85585125,6.037465,1.53108375,2.33,0,0,0
256,Feta Cucumber Boats,Appetizers,0,0,241.36360160000004,24.5196868,12.7555244,12.028525600000002,8.657894800000001,1.87,0,0,0
257,Olive-Oil-Glazed Potatoes,Appetizers,0,0,142.78460625,18.853003125,6.850490625,2.208009375,0.94359375,0.44,0,0,0
258,Ants on a Log,Appetizers,0,0,417.007575,43.34145,25.024275,12.77745,4.987875000000002,13.29,0,0,0
259,Lemon Blueberry Bars,Appetizers,1,1,281.407632,52.54761600000001,7.534031999999999,3.8522879999999993,4.464239999999998,27.88,0,0,0
260,BBQ Chicken Tenders,Appetizers,0,0,1172.7918,184.1028,14.3622,72.11399999999998,3.1512,14.85,0,0,0
261,Zucchini Spears with Parmesan,Appetizers,0,0,59.16239999109001,6.8834666656299985,2.1911999996700002,4.692266665959999,1.12879999983,2.45,0,0,0
262,Pepperoni-Cream Cheese Grenades,Appetizers,0,0,62.631187487504995,0.5279833332280001,5.806145832175,2.170412499567,3.1795958326990004,2.07,0,0,0
263,Vegan Spinach Artichoke Dip,Appetizers,0,0,220.71036875000004,23.598821875,12.249561875,8.702918125,2.0734225000000004,1.39,0,0,0
264,Bev's Sauteed Yellow Squash,Appetizers,0,0,159.75368125000003,12.4204375,12.08475,3.99468125,7.41869375,2.28,0,0,0
265,Dijon Pistachio Dressing/Dip,Appetizers,0,0,215.67532125,15.22038375,15.66978125,7.4505375,1.85672125,5.29,0,0,0
266,Corned Beef Roast,Appetizers,0,1,751.6764599999997,31.016267499999998,46.65089500000001,49.281965,14.8250675,0.64,0,0,0
267,Asparagus with Hollandaise Sauce Recipe,Appetizers,0,0,319.24746625000006,5.1810252000000006,32.348195800000006,4.832302350000001,19.495267899999998,1.39,0,0,0
268,Snap Pea and Cabbage Slaw,Appetizers,0,0,136.04604750000001,9.63191025,10.443939,2.43608625,1.46165175,2.51,0,0,0
269,Sauteed Kale with Kohlrabi,Appetizers,0,0,179.82393294528003,19.448550360979997,10.42960310678,8.2095545519,1.3181538294600001,2.38,0,0,0
270,Stuffed Zucchini with Turkey Sausage Recipe,Appetizers,0,1,409.40631375,9.57214125,26.2805025,34.13720625,7.822394999999997,1.46,0,0,0
271,Sugared Spiced Nuts,Appetizers,0,0,1066.935166,81.39228349999998,76.89311025,29.478746,12.52032375,27.51,0,0,0
272,Peanut Butter Toast,Appetizers,1,0,529.3787599999998,32.068200000000004,40.74094,11.6261,7.6038000000000014,5.62,0,0,0
273,Microwaved sweet potato,Appetizers,0,0,111.8,26.156,0.065,2.0410000000000004,0.026,4.18,0,0,0
274,Basmati Rice,Appetizers,0,0,259.00757999999996,49.30731,4.2365699999999995,4.4354700000000005,2.54592,0.04,0,0,0
275,Maple Glazed Salmon,Appetizers,0,1,308.9228025,10.60654275,13.54314475,34.13799825,1.854696,4.26,0,0,0
276,Lemon-Scented Quinoa,Appetizers,0,0,202.21265025,27.57330225,7.646037749999999,6.011577,0.99686925,0.13,0,0,0
277,Garlic Spinach,Appetizers,0,0,67.52086800000001,7.239788000000001,3.4532879999999997,4.498362000000001,1.908396,0.44,0,0,0
278,Rosemary and Garlic Roasted Potatoes,Appetizers,0,0,271.625925,40.84635,10.9599,4.697100000000002,1.7499000000000002,0.73,0,0,0
279,Pan Roasted Asparagus,Appetizers,0,0,53.6007375,4.6480125,3.5068125,2.543925,0.5111625,1.8,0,0,0
280,Cheese slices,Appetizers,0,0,115.101,0.3770550000000001,9.58797,6.815340000000001,5.4913950000000025,0.28,0,0,0
281,Zucchini Spears,Appetizers,0,0,45.76243333899,8.359666667699999,0.86293333344,3.26296666707,0.21573333336,2.5,0,0,0
282,Maple Glazed Tilapia,Appetizers,0,1,121.834823,10.5811485,3.74250275,11.78609075,0.5426230000000001,10.31,0,0,0
283,Spinach Enchiladas Verde,Appetizers,0,1,294.72489161373005,25.77752499537,15.867374997150009,13.770283330860002,8.815208331750002,1.72,0,0,0
284,Stuffed Mini Peppers with Spinach Dip,Appetizers,0,0,116.37935000000002,8.2627,8.122390000000001,3.788370000000001,4.6458200000000005,1.29,0,0,0
285,Potato Tacos,Appetizers,0,0,272.44521254030997,42.87300417301,8.178087501209998,8.448437501249998,3.1991416671399997,1.17,0,0,0
286,Bacon Wrapped Jalapeno Poppers,Appetizers,0,0,78.794912073722,1.046627291539,7.2389443741170005,2.5250224996919997,3.538857291235,2.46,0,0,0
287,Indian Spiced Roasted Chickpeas,Appetizers,0,0,300.82617,34.409969999999994,14.237729999999996,12.302010000000001,8.4051,0.04,0,0,0
288,Potato Dumplings II,Appetizers,0,0,108.77697503385002,14.717830004580009,3.7597950011700014,4.691710001460001,1.7031550005300005,0.65,0,0,0
289,Carrot Ginger Creme,Appetizers,0,0,226.73983498172996,21.22195499829,14.35481166551,4.05409666634,6.1225133328400005,2.74,0,0,0
290, Candied Spiced Chickpeas ,Appetizers,0,0,398.191,33.43484375,29.1795,2.9775,1.94778125,20.12,0,0,0
291,Roasted Calabaza,Appetizers,0,0,139.07163482366002,24.95536304327,5.308245801789999,2.0924620380499994,0.7488811504599999,2.11,0,0,0
292,Crab Cakes,Appetizers,0,0,342.5366879999999,15.928467749999998,19.21224825,26.398183500000002,9.083704499999998,1.03,0,0,0
293,Blue Cheese Bread,Appetizers,0,0,435.81276,44.973240000000004,22.86798,13.442939999999998,13.6881,3.09,0,0,0
294,Baked Shells in Sauce,Appetizers,0,0,200.1676125,19.62567,8.4617925,14.41112,3.3657550000000005,2.02,0,0,0
295,Roasted Pineapple with Honey and Pistachios,Appetizers,0,0,354.96869996519996,77.04588832578,5.06612416617,6.494159166029999,0.64601583327,19.5,0,0,0
296,Pear & Camembert Crostini,Appetizers,0,1,178.48035332573605,24.839403332276,5.465921666433999,7.635062499675,2.9757166665400003,1.03,0,0,0
297,Crispy Parmesan Chips,Appetizers,0,0,28.035163334605,2.8645102667966,1.4006558667302,0.9038860000410002,0.382130666684,0.07,0,0,0
298,Mini Chicken Pot Pies,Appetizers,1,1,484.361484,48.291676,23.56558,19.681404,7.602563999999999,2.32,0,0,0
299,Vietnamese-Style Spring Rolls,Appetizers,0,0,131.39461764407994,27.20768442784,0.6744114412000001,5.14479585144,0.0963444916,1.79,0,0,0
300,Sugar-and-Spice Candied Nuts,Appetizers,0,0,1076.4212174999998,72.748575,82.54088999999998,28.6038675,16.115692499999998,24.1,0,0,0
301,Swiss Chard with Olives Recipe,Appetizers,0,0,217.30437,12.89484,18.68436,5.690835,2.6316,0.97,0,0,0
302,"Ham, Cream Cheese, and Veggie Stacks",Appetizers,1,0,265.31120006424,16.657666670699996,19.89283333815,7.502833335149997,4.515466667759999,1.52,0,0,0
303,Slow cooker Spicy Chicken with Black Beans,Appetizers,0,1,398.65650000000005,21.9373,6.6341,60.4802,1.4245,0.69,0,0,0
304,Cauliflower Tots,Appetizers,1,0,189.19450669742,18.90714666974,8.510266668049999,11.135120001809998,4.26538666736,2.01,0,0,0
305,Grilled Cauliflower,Appetizers,0,0,271.0302375,9.0267375,25.20643125,5.8331625,15.62570625,2.4,0,0,0
306,Crispy roast potatoes,Appetizers,0,0,193.8492,37.215225,3.56085,4.299075,0.5211,0.77,0,0,0
307,Crisp Potato Galettes,Appetizers,0,0,407.895,64.4589,14.3625,7.4685,1.0341,0.75,0,0,0
308,Zucchini Cakes,Appetizers,0,0,80.73963,12.104640000000002,2.122515,3.60057,0.5463899999999999,2.49,0,0,0
309,Sour Cream and Parsley Mashed Potatoes ,Appetizers,0,0,308.229775,48.5611,10.0513,7.477925,6.206375,0.72,0,0,0
310,Easy Fried Eggplant,Appetizers,0,0,357.4353,45.8802,13.632,13.0356,2.3004,3.54,0,0,0
311,Spicy Buffalo Cauliflower Bites,Appetizers,0,0,128.3744,22.90316,2.56332,4.70984,1.4171200000000002,1.27,0,0,0
312,Baked Egg Rolls,Appetizers,0,0,107.035,19.58,1.105,4.235,0.28,0.77,0,0,0
313,Korean Zucchini Pancake,Appetizers,0,0,76.5304875,6.3035981250000015,5.50871625,1.374098125,0.523759375,0.99,0,0,0
314,Cheese and Bacon Puffs,Appetizers,0,0,45.76487625,4.6464644999999996,2.0503224375,2.327897375,0.9633483125,2.1,0,0,0
315,Roast Teriyaki Broccoli,Appetizers,0,0,39.41970000000001,7.73225,0.3546,3.02395,0.0394,2.24,0,0,0
316,"Grilled Sweet Potatoes, Onion, and Bell Pepper",Appetizers,0,1,301.96155699999997,33.053687,18.139469,2.7527619999999997,2.506246,3.72,0,0,0
317,Cola Sauerkraut,Appetizers,0,0,87.06037417073799,4.77570416689,7.705277917027,0.327884166682,4.868367083561,5.03,0,0,0
318,Smashed Peas with Mint Butter,Appetizers,0,0,175.496289375,19.829789375,7.81870375,7.659499375,4.652305625,4.02,0,0,0
319,Roast Parsnips,Appetizers,0,0,231.96041819049998,40.808934664,7.675074867999999,2.7143557460000003,0.5615908439999999,4.65,0,0,0
320,Fingerling Potatoes with Chives and Tarragon,Appetizers,0,0,213.79302,28.090799999999994,10.437660000000001,3.52512,1.4596200000000001,0.83,0,0,0
321,Low Carb Jalapeno Cheese Crisps,Appetizers,0,0,225.42960750000003,3.6483100000000013,18.494535000000006,11.504160000000002,8.415080000000001,1.94,0,0,0
322,Quinoa,Appetizers,0,0,156.3999875,27.2699875,2.5782375,6.0028000000000015,0.3010125,0.0,0,0,0
323,Spanish-style Toast with Tomato (Pan con tomate),Appetizers,0,0,231.58896000000001,37.03872,6.2216,7.740639999999999,0.98576,3.33,0,0,0
324,Arugula Salsa Verde,Appetizers,0,0,141.6774375,2.4440025000000003,14.308264999999999,1.4194425000000002,2.298145,1.51,0,0,0
325,Three-Cheese Garlic Bread,Appetizers,0,0,363.96965250000005,39.15576,17.315730000000002,13.182165,7.300575,8.82,0,0,0
326,Mashed Red-Skinned Potatoes,Appetizers,0,0,270.61436663367994,34.4557499958,12.934579165089998,5.8793541659500015,8.094366665679999,2.07,0,0,0
327,Corn Fritters Southern Style,Appetizers,0,0,528.6116000000002,20.991855,48.41277,6.6238800000000015,4.010045,3.38,0,0,0
328,Shakshuka,Appetizers,1,1,495.45294375,38.1026625,25.1651125,30.2139125,9.90038125,2.8,0,0,0
329,Jumbo Shrimp with Chive Butter,Appetizers,0,1,246.828619991241,2.0289599999280004,24.103293332478,6.509579999769,14.719353332811,0.35,0,0,0
330,Roasted Spiced Sweet Potatoes,Appetizers,0,0,175.93838995770005,26.591791326939997,7.181724664940001,2.1351073328200005,0.4852516665500001,3.92,0,0,0
331,Seared Sugar Snap Peas,Appetizers,0,0,382.75173,27.985095,27.759105,8.775945,3.91716,3.43,0,0,0
332,Sour Cream and Pepper Mashed Potatoes,Appetizers,0,0,296.8238,47.8209375,9.655275,6.3154,5.95105,0.7,0,0,0
333,Pan Fried Broccoli,Appetizers,0,0,62.8873245,6.131306999999999,3.9415545,3.3260564999999995,0.5089695,1.29,0,0,0
334,English Baked Potatoes,Appetizers,0,0,229.23363330284,42.97504166095001,4.73602499937,4.96154999934,0.7016333332400001,0.77,0,0,0
335,Sesame Broccoli,Appetizers,0,0,132.40449999999998,13.431,7.659,6.401,1.0545,1.57,0,0,0
336, Tofu Dengaku,Appetizers,0,0,115.923389994126,10.097741666155,4.894279999752,8.393953332908,0.7499299999619999,7.67,0,0,0
337,Creamed Spinach,Appetizers,0,0,86.03185500000002,7.78743,5.137335000000001,4.219425,1.74699,0.57,0,0,0
338,Fried Mozzarella Balls,Appetizers,0,0,3951.890040000001,40.48788,405.10626,50.42030000000001,41.92846000000001,0.55,0,0,0
339,"Turkey Swiss ""Melt""",Appetizers,0,1,549.2568249999998,14.2976,39.793125,36.02325,13.404000000000002,1.86,0,0,0
340,Spicy Coriander Popcorn,Appetizers,0,1,147.955739,21.743732,6.240412,3.77812,0.794708,0.76,0,0,0
341,Ham and Jicama Wraps,Main dishes,0,0,197.5161,14.913899999999998,8.234399999999999,15.3957,2.5403999999999995,0.99,0,0,0
342,Vegan Strawberry Banana Ice Cream,Main dishes,0,0,119.96053336217,24.14186667247,3.0090666673899995,2.02453333382,0.6101333334800001,8.57,0,0,0
343,"Toast with Pear, Ricotta, & Honey",Main dishes,0,0,227.64500800000002,34.477048,5.975032,10.818148,3.2473,8.55,0,0,0
344,Green Pineapple Smoothie (Piña Colada Smoothie),Main dishes,1,0,293.90975624999993,55.33717874999999,8.170293749999999,4.46053875,5.7412874999999985,8.91,0,0,0
345,Spinach Salad with Grilled Eggplant and Feta,Main dishes,0,0,224.27072312500005,6.97483375,20.730035625000006,5.00424875,4.952391250000002,2.54,0,0,0
346,Simple Fennel and Orange Salad,Main dishes,0,0,159.00719999999995,38.7068,0.6688,4.598,0.2508,6.32,0,0,0
347,Tomato and Cucumber Salad with Pita Bread and Za'atar,Main dishes,0,0,127.61539996947002,10.031999997600002,9.530399997720002,2.0203333328500004,1.2957999996900005,1.82,0,0,0
348,Beef and vegetable soup,Main dishes,0,0,407.807875,54.836999999999996,10.66275,25.133625,2.454125,1.03,0,0,0
349,Swiss Chard with Raisins and Almonds,Main dishes,0,0,206.7404625,21.558796875,13.308590625,4.479749999999999,1.5679124999999998,6.93,0,0,0
350,Extra Gooey Rice Crispy Treats,Main dishes,0,0,246.2439015,52.531307999999996,3.9792330000000007,2.227284,2.30877,39.12,0,0,0
351,Creamy Mango Smoothie,Main dishes,1,0,141.23406664976002,24.17018333044,2.39474166638,6.90576666584,1.28090833318,8.13,0,0,0
352,Foil Potatoes,Main dishes,0,0,276.08722,39.47436,11.734990000000002,4.922630000000002,7.34895,0.74,0,0,0
353,Caramelized Butternut Squash,Main dishes,0,0,239.49056837741,26.895825004949998,15.52169833619,1.7206083336499998,9.76218833513,6.76,0,0,0
354,Baked Pears with Walnuts and Honey,Main dishes,0,0,133.82767249999998,22.25750625,5.41246025,2.07736725,0.8055097499999998,10.62,0,0,0
355,Cottage Cheese Deli Rollups,Main dishes,0,0,245.8654,30.53688,5.08948,19.16596,1.11628,2.89,0,0,0
356,Easy Asian Zucchini Noodles,Main dishes,0,0,327.13695,38.7996,16.036125,13.845825,2.5032,3.44,0,0,0
357,Quick-Braised Red Cabbage and Apple,Main dishes,0,0,156.81441375,24.44349375,6.142211250000001,2.2312522500000003,3.6602565,5.68,0,0,0
358,Cinnamon Toast,Main dishes,1,0,132.064618,19.310004,4.8315339999999996,3.577271,2.6335490000000004,18.68,0,0,0
359,Steamed Broccoli with Olive Oil and Parmesan,Main dishes,0,0,188.8363575,11.64177,13.4869525,8.579147500000001,3.1767575,1.57,0,0,0
